Gene_ID,WT_0_01,WT_0_02,CP_0_04,CP_0_05,WT_05_07,WT_05_08,CP_05_11,CP_05_12,WT_1_13,WT_1_14,CP_1_16,CP_1_17,WT_2_20,CP_2_22,CP_2_23,WT_2_25,WT_4_16,CP_4_28
SPD_1260,25783,19511,19557,16958,15414,15022,19488,14009,12312,12915,9555,12527,10916,9720,7653,14413,7231,11969
SPD_1261,74,75,40,61,58,66,46,45,76,97,87,44,74,52,44,64,29,34
SPD_1262,4776,3653,2450,2213,12417,10313,12019,9142,13099,13663,9021,11270,12849,10956,8664,8123,3926,7777
SPD_1263,548,402,363,378,784,398,397,348,779,749,590,602,1069,993,910,1094,543,925
SPD_1264,657,489,470,447,1051,539,627,508,1153,1018,848,995,1640,1491,1294,1272,503,1038
SPD_1265,213,165,143,131,294,154,168,143,349,338,226,297,390,438,408,342,138,324
SPD_1266,254,174,196,205,291,134,158,142,417,296,226,323,448,538,431,276,152,307
SPD_1267,1343,1067,1160,1003,638,379,372,287,942,808,719,907,1321,1027,979,969,473,918
SPD_1268,51,45,38,40,47,49,32,68,79,88,74,48,47,47,78,43,24,83
SPD_1269,13,13,14,1,16,12,14,18,27,7,19,15,18,16,33,11,0,26
SPD_1270,14,14,8,14,24,12,31,32,40,29,41,37,27,28,27,18,3,26
SPD_1271,13,6,7,8,11,14,15,6,48,36,10,34,13,20,17,6,6,22
SPD_1272,79,72,64,45,90,89,148,205,95,103,87,71,68,55,83,19,31,77
SPD_1273,69,42,53,51,51,74,112,78,73,87,98,79,59,72,42,14,25,38
R18,3236,2302,3636,3146,4484,3707,4713,4564,4304,4214,2817,3431,4030,2933,1954,3639,1782,3004
guaA,80237,65036,74276,72174,128182,102028,142678,180451,107597,81062,59959,73886,87091,75820,81336,79809,34616,106763
SPD_1275,2,5,6,1,7,9,5,7,6,5,2,13,7,3,9,3,4,3
SPD_1276,5409,4948,2881,2908,1421,1228,1118,1619,2437,1906,757,972,1582,1130,1517,2485,1022,3017
SPD_1277,6472,5601,4465,4342,2827,2685,2828,3251,5009,4316,1983,2327,3435,2646,3017,4603,2126,5105
cppA,13335,11065,11713,11027,12886,12274,12952,9308,13531,12398,5611,7371,11991,8700,8194,16067,7566,14621
SPD_1279,3901,3080,2267,2215,2647,2395,2513,2695,1986,1632,1071,1358,1627,1287,1505,1716,733,2337
SPD_1280,2910,2487,1489,1530,2074,1598,1926,2599,1532,1225,823,986,1164,1112,1225,1289,678,2012
SPD_1281,1111,905,541,537,725,691,840,740,533,373,353,496,505,446,559,434,174,803
SPD_1282,1411,1161,867,768,1268,1177,1258,1297,983,790,589,703,820,862,863,874,482,1405
SPD_1283,667,468,362,384,730,631,778,777,526,449,355,424,531,455,529,488,234,718
SPD_1284,0,0,2,0,0,1,0,3,6,2,0,0,1,1,0,5,0,3
def1,13064,11977,11563,11271,27861,23673,32090,34177,19478,17168,10823,12630,15833,12892,13756,18921,7992,20136
SPD_1286,8242,6955,6074,5904,10432,9134,14436,15980,9523,7565,6267,7587,8596,8473,10948,11451,4665,16857
trxB,32601,28119,19250,19267,42159,35105,48785,60576,24969,20449,14604,18331,19241,14742,16551,13318,6163,18993
SPD_1288,6615,5589,4411,4165,4252,4023,5798,5443,3458,3069,2460,3038,3176,2808,2508,2084,1176,2878
SPD_1289,20836,18584,14847,14578,47010,37519,53139,64384,25931,23968,16455,20818,25477,15968,16952,14341,6825,19118
SPD_1290,18382,16619,12594,12674,29760,22910,32340,45035,17385,13909,9197,11209,15926,10858,12410,10834,5005,15974
SPD_1291,9215,7664,8089,7536,9492,8444,12905,11710,4821,4408,2978,3954,5035,2805,2788,3267,1546,3881
ogt,6509,5595,5047,4975,6994,5794,8775,11290,3493,2654,1897,2476,3370,2009,2201,2382,892,3035
SPD_1293,5607,4825,4122,4018,6743,5591,8821,11413,3353,2744,1790,2369,3050,1982,2081,2486,1091,3128
SPD_1294,3472,2737,2688,2479,2966,3520,4683,4068,723,789,863,960,1227,850,745,330,203,618
SPD_1295,13505,11406,9389,9105,9750,9952,19869,22131,2303,2303,3200,4160,3772,2486,2593,657,351,1680
SPD_1296,9650,8443,4415,4414,5603,4291,5026,7558,5672,4568,4102,4540,3809,4810,5749,2495,1401,6245
SPD_1297,15552,14412,8475,8389,9853,8194,9395,13746,10902,9182,7576,8614,7393,9363,9835,5682,2497,11465
nox,116987,102864,72547,69789,225520,189324,210702,261516,133504,110981,78782,96045,95590,78621,84228,72030,31913,91293
SPD_1299,22,16,19,24,7,4,4,5,3,1,2,6,4,0,2,1,0,7
SPD_1300,923,720,338,293,439,344,310,347,396,333,187,219,454,349,457,404,197,814
SPD_1301,602,509,228,250,441,348,265,284,397,348,179,222,476,233,234,361,182,543
SPD_1302,997,882,385,415,966,741,552,767,856,808,442,510,876,519,547,451,356,803
SPD_1303,8815,7454,7024,6501,3931,3782,3031,2797,3872,3917,1481,1812,3605,2060,1953,3998,1659,3407
glyS,47536,41255,32547,31127,21138,17319,14539,17708,20633,17090,6599,8041,18816,9920,11589,19158,8598,20760
glyQ,13712,12507,8386,8634,6468,4989,4127,5810,6036,4871,1963,2218,5957,3739,4131,6822,3202,7433
SPD_1306,6335,4813,4308,4018,2446,2132,1728,1692,2473,2112,983,1164,2903,1736,1879,3347,1715,3153
SPD_1307,6281,5190,4085,3779,2614,2208,2002,1935,2662,2084,1071,1177,2823,1988,1893,3242,1613,3707
trn0663,2482,1932,1512,1538,3036,2827,3047,3117,2344,2097,1403,1830,2994,2934,2744,1656,672,2139
SPD_1308,13257,11994,8337,8267,18552,15563,18255,20062,13209,11537,8238,10062,17777,17496,18041,9098,3704,14514
pgdA,57719,50843,39985,37567,65748,57382,88274,87710,39930,35312,32360,37976,64590,69991,71096,39920,16670,60757
SPD_1310,6803,6338,4939,4759,8132,7030,10983,11754,5212,4254,4421,4729,11424,13132,14113,5902,2405,9933
SPD_1311,7527,6709,4925,4723,12128,12101,18019,15007,8305,8104,6945,7577,7565,7260,7828,7316,3383,9794
SPD_1312,10389,9636,7886,7569,12602,12940,19451,15689,8049,8652,6541,7142,6601,4875,5518,5609,2838,6342
SPD_1313,42,30,22,13,19,15,23,11,46,15,17,20,23,25,18,13,15,39
SPD_1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPD_1315,8,7,3,7,4,1,1,0,0,1,3,0,0,1,3,0,0,3
SPD_1316,798,798,333,303,583,571,680,638,666,621,359,437,746,467,591,488,237,634
SPD_1317,832,671,373,375,436,501,427,194,595,791,363,521,789,527,440,685,405,582
tuf,1012116,921559,802959,792230,1215694,975527,1095760,1485202,957423,756438,418278,497188,868869,579887,682065,761641,332737,960627
SPD_1319,1405,1063,521,529,162,166,291,338,280,256,279,341,282,296,318,100,58,228
SPD_1320,53075,45193,36056,35355,114803,92641,136723,191744,115276,89931,72842,87389,93039,90415,95033,71108,31533,100034
SPD_1321,20,18,10,4,10,20,21,19,15,16,7,17,17,6,18,25,10,10
SPD_1322,54,23,20,16,35,36,26,35,22,21,3,14,21,20,42,41,45,29
SPD_1323,9,7,6,4,4,6,10,6,8,20,0,2,4,5,6,0,0,5
SPD_1324,14,7,3,11,3,2,7,2,5,0,0,0,0,4,3,0,4,3
SPD_1325,10,10,1,2,2,4,3,5,4,5,0,3,7,3,5,0,1,2
pgm,61106,57538,39304,38476,70339,60892,77198,91971,52288,46285,29953,35073,46327,31949,38602,42995,19581,55488
bta,10623,9015,11775,11752,42826,45473,61859,45934,18773,16467,15098,18323,16522,13895,14028,15225,6216,16040
F45,33,15,38,44,29,35,34,26,22,24,13,34,7,10,17,52,10,30
aatB,19791,16404,11764,11146,126769,114303,203019,211961,90805,81003,93594,114242,89714,74476,68780,25660,11690,39499
SPD_1329,8578,7411,4375,4552,50927,42464,74939,92831,35048,30256,30230,37564,34727,27588,27679,11816,5065,18135
SPD_1330,4555,4029,2220,2266,29997,23646,40071,51119,19800,17066,17106,18689,19764,15568,16354,8145,3524,12310
SPD_1331,40028,33342,27122,25952,32691,28097,38900,43514,19836,16591,15096,18839,14167,12952,13087,9153,4193,12614
SPD_1332,29579,24214,20596,19785,24759,20704,27552,33709,14114,11544,11201,12830,10120,11178,10458,9300,4340,11625
SPD_1333,13171,11593,8521,8830,19168,16725,23823,26161,15317,12400,9535,10874,11771,10086,12929,9922,4460,14705
atpC,62534,54887,31868,29882,34696,26793,25477,38308,40029,30107,18744,20670,21765,21660,25806,15553,6227,24257
atpD,208553,180154,111930,103853,129360,98535,95315,145351,142637,103890,65804,72396,82986,74861,96805,53693,21507,83685
atpG,137750,112008,83045,74680,96694,79761,77350,97683,106734,80554,54879,60537,65499,60776,72531,43567,17468,61187
atpA,165189,137104,100325,89969,134099,104746,108997,160806,144696,102399,70183,77560,89047,82980,102155,59801,24458,90432
atpH,66796,46879,45672,37468,60470,51984,53775,51376,67842,54357,37161,43512,47540,44765,46900,35895,15004,41577
atpF,85022,62464,63359,52453,82544,78856,77103,67281,93590,83226,57184,64572,65451,71316,63051,55682,24022,63553
atpB,136401,100975,91286,78224,129091,109664,115810,122336,142917,112327,74877,84775,98873,103189,104046,84231,36799,102193
atpE,26423,19165,18296,15379,26688,22625,23924,19958,31746,28523,18933,19651,21864,27577,19362,22260,10973,22751
SPD_1342,6993,4935,3127,2780,1466,1441,2231,2278,1461,1196,1094,1357,883,872,881,635,253,874
SPD_1343,8428,6674,4333,3783,1555,1501,1587,1494,1821,1454,1063,1198,1514,926,989,1080,560,1539
SPD_1344,3635,3008,1726,1628,779,707,747,897,794,667,482,504,690,429,490,620,305,876
greA,26011,22703,14749,13698,34920,32878,29654,30818,27120,27241,14555,18184,25019,15151,14844,21614,9226,23304
SPD_1346,85386,74671,42303,39512,127059,112528,115677,123193,89170,77833,45148,55516,85952,51529,57690,78885,34930,93136
SPD_1347,6733,5635,3372,3169,3895,3378,2707,2834,3822,3377,1813,2181,3126,2369,2697,2387,1088,3321
SPD_1348,7016,6242,3648,3528,4674,3982,3529,3960,4127,3409,2058,2493,3250,2457,3260,2604,1099,3863
murC,34002,29371,16594,15784,24497,20635,20754,25863,19801,15437,10161,12251,14735,12517,15562,13019,5688,20635
SPD_1350,12958,11348,7931,7251,10964,9934,9559,9139,9203,8659,5571,6419,8003,7498,7389,7915,3703,10370
SPD_1351,22716,20748,12502,12348,28484,23097,31944,40304,21179,17804,16926,19314,17831,17797,20052,9792,4240,20442
SPD_1352,1857,1629,1325,1223,5313,4319,5911,7151,3766,3220,2549,2957,3794,2732,3213,1569,636,2391
SPD_1353,1221,1088,779,742,3644,2973,4028,5105,2752,2375,1817,1900,2786,2000,2388,1044,419,1824
SPD_1354,408,331,358,398,2065,1713,1718,1930,4197,3639,2006,2453,3189,2442,2472,797,276,1422
SPD_1355,949,753,899,902,5662,4851,4746,5046,11339,9884,5886,6529,8664,6709,6824,2101,989,3717
SPD_1356,1590,1283,1877,1725,13267,11143,12025,11763,26143,22838,14251,16369,22922,16560,15234,5813,2763,8936
aliB,10682,8936,12696,11821,188370,155593,185381,198504,272946,244306,154415,184810,329260,197019,196820,77000,33461,126209
SPD_1358,28605,25690,18602,19290,21783,17709,20425,27461,17354,13267,9502,10720,12302,13348,15950,15822,7001,27292
murE,8519,7420,5883,5941,9717,8319,9973,11079,8021,6811,3899,4341,6075,4650,5787,6571,2833,8044
SPD_1360,17631,20922,14225,14141,20946,47717,55008,7752,8224,9979,5482,6680,6088,4947,6252,15103,8850,15456
SPD_1361,13680,11530,6610,6600,2852,2435,1397,1310,3067,3255,750,1055,3909,2434,2509,3734,2012,5822
SPD_1362,10130,8634,4698,4411,2724,2191,1448,1700,2809,2487,697,832,3117,2071,2475,3525,1689,5498
ppaC,36199,32296,17764,17438,54103,44942,59229,72873,39953,32386,19200,23645,32861,22583,28096,27530,12903,37869
SPD_1364,12090,10706,5577,5454,5746,4748,6435,7630,2998,2854,2251,2795,2436,2197,2236,1652,813,2862
SPD_1365,30660,26548,15291,14749,18375,15759,20546,24047,10452,8747,7372,9232,8003,7165,7761,6841,3287,10003
SPD_1366,16495,14674,8936,8714,12650,10535,14462,17221,6854,5473,5166,5996,5721,5304,5524,5065,2351,7571
SPD_1367,69172,60031,37360,35830,42054,35475,52488,59077,23330,19234,16504,19486,22701,20700,21980,21580,10538,34451
rpsR,196575,186868,127206,120805,33957,28837,16519,16437,41539,32958,7614,9353,40618,38214,36632,66904,29570,91407
ssbA,267987,261870,154807,150801,51800,41229,25934,31258,59750,42673,11067,12548,54633,53825,57039,90266,39388,140831
rpsF,229952,202559,175863,161333,46341,42873,25056,18847,64543,55331,13495,15481,60182,68407,49959,115878,52124,136800
asnC,52587,48206,27326,28739,39946,30744,33167,47766,31705,25006,14674,17563,19988,15881,20098,15370,6817,24177
SPD_1372,8472,7381,4761,5043,6006,5153,5396,6160,4838,4501,3084,3231,3404,3048,2790,3176,1481,4112
aspC,27764,25972,12822,13748,19803,15204,18402,27793,16080,11897,7807,8781,10615,9437,12406,9714,3948,16321
SPD_1374,11790,10044,6566,6169,6953,6395,6979,6170,6540,5779,3417,3694,5152,5616,5481,5511,2486,7403
SPD_1375,15441,15383,10530,11074,75921,62435,94335,114514,25043,24225,21806,27565,25559,17432,20850,16585,7197,26876
SPD_1376,2143,1642,1273,1198,1916,1438,1548,1687,1532,1264,900,1157,1215,835,1180,992,488,1301
SPD_1377,205,188,99,111,449,527,653,428,271,400,308,326,286,177,278,268,159,223
SPD_1378,4245,3937,3219,3036,5733,4961,7440,7536,4759,4023,2504,2907,5148,3496,4319,6365,2666,8629
SPD_1379,752,669,609,482,4922,4799,5195,5295,3090,3100,3188,3754,5471,3954,4290,3745,1732,5818
R20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPD_1380,12825,11785,7566,7321,78242,65541,80247,104704,47957,39401,40216,47193,76225,60436,72428,59265,22728,115510
def2,1517,1518,785,822,8611,7196,7692,10087,5761,4438,4154,4752,9319,9082,10593,9578,3905,21030
SPD_1382,25748,23049,19010,17560,31677,26528,30033,35904,19789,17476,13771,16642,12310,11671,13774,6721,3050,12841
SPD_1383,72785,70338,51486,51784,79917,62738,73145,103499,50187,37638,30195,35634,31722,32372,42412,19375,8214,42869
SN44,652,550,524,484,277,293,296,162,308,395,229,252,200,451,112,306,122,301
SPD_1384,17829,15910,10306,10774,27631,24417,41235,47647,18766,16213,15989,17991,16443,14971,16854,13271,5516,19391
SPD_1385,47218,41615,24469,24035,17167,14290,15521,20854,16593,14000,8743,10831,11281,7881,9888,8419,3956,11123
SPD_1386,24621,21298,12904,13049,11587,9606,10748,14813,10370,8739,5817,6858,7797,5521,7085,4662,2513,6883
dapB,35620,32400,21625,21778,42946,35200,43657,60914,26014,21370,15651,18825,18475,14441,16478,12795,6188,18817
SPD_1388,30056,26288,17529,17210,49027,39488,55994,70584,28389,23345,19220,22614,22694,17560,20953,14503,6777,22801
SPD_1389,15851,13211,9730,9157,31915,29309,39247,36308,18102,15853,13675,16793,15582,12342,12475,10305,4610,13945
glmM,27025,24270,16163,16090,42974,33991,49552,64874,21623,16659,16448,18501,17393,12880,15607,11298,4879,17449
SPD_1391,16814,14543,9843,9928,20069,16982,24662,26894,10133,8348,7614,8968,9165,7044,8436,7198,3124,10123
SPD_1392,24010,20250,17294,16565,19718,16662,23252,24893,12125,10567,8822,10170,10131,11905,11380,11077,5388,18176
SPD_1393,3312,3058,2181,2097,4810,4236,5569,6128,4273,3825,2419,2759,3539,2817,3207,3732,1557,4499
SPD_1394,17760,16262,12166,12720,20588,16003,20392,28225,13607,11285,10297,11146,8296,9189,11392,6272,2678,11734
SPD_1395,17541,16499,11840,11758,22118,16878,23046,34746,14924,11931,10603,11738,9424,9778,12977,6046,2836,12516
SPD_1396,16325,14437,11861,11911,22457,17894,23152,31247,15319,12182,11091,12325,11026,10595,13207,6874,3208,12791
SPD_1397,15297,13589,11294,11284,14811,13508,16559,17629,9981,8050,5824,6664,6289,6282,7410,6339,2482,8605
engB,19691,18257,13477,13522,19532,15856,20418,27770,12343,9481,7015,7577,7604,7557,9541,7919,3504,11816
clpX,41737,37977,31780,30733,39782,31988,42486,54219,25433,19746,14738,17323,18168,18497,21446,20353,8960,27732
SPD_1400,6694,5412,4903,4732,5721,4750,6456,7414,3501,2814,2317,2714,3159,3115,3748,3392,1395,4862
folA,18510,16568,15373,14519,17092,13658,21116,22693,11923,9154,9712,10135,8671,12834,12583,10762,4581,18411
SPD_1402,267886,239295,272796,256553,348227,318980,608180,624809,83613,68560,91245,119520,64929,72301,65356,59630,25920,75633
lytC,200768,169110,131606,128648,200960,166962,244865,278749,134659,115973,87944,109142,120910,79720,80929,76791,35750,103458
tpiA,85358,74503,49440,51364,86390,71247,100435,134028,57334,45287,33770,41754,53857,36702,45066,42922,18622,60392
dnaD,20414,17368,10736,11526,9267,7476,8986,11146,7999,6725,4892,6028,8133,5715,6922,5177,2380,8563
metA,30110,25078,18374,18333,17914,14877,18286,21521,15508,13206,10079,11976,15801,11685,13524,11212,5260,18464
apt,32373,28877,19805,18784,23945,19876,21938,27177,17353,14250,9732,11981,15843,11325,12823,13699,6198,17969
SPD_1408,6010,5153,3281,3049,19694,17556,15157,12903,14461,14168,8104,10109,13677,9823,9131,11438,5804,12134
SPD_1409,10578,9951,6812,6747,31195,25961,21369,27508,22305,20874,13058,15922,14964,9868,10110,9690,4373,9579
tRNA-Leu-1,3467,3469,2035,2042,3082,3133,2538,2808,2973,2591,1274,1822,2190,1494,1687,2019,892,2581
SPD_1411,24366,21181,13453,13117,21544,18034,17665,20255,19307,17371,9377,11783,15894,10694,11135,14106,6951,16745
codY,23340,20495,12330,12288,17559,15083,14549,15206,16565,13837,7412,9393,13901,10994,10786,12631,6187,17354
SPD_1413,187540,186575,94244,91452,45235,35716,57855,62906,70754,55875,20195,25382,46544,33270,44705,31853,13020,58847
SPD_1414,23549,21794,37033,34569,32232,25716,41454,40711,46949,39547,14790,16933,30698,20570,24621,17671,7767,25950
SPD_1415,14705,12873,10749,10527,15139,12682,12844,14256,7762,6697,2332,2823,7291,3511,4378,11485,4635,10670
SPD_1416,30009,27683,19930,20821,25205,20893,36163,41623,12691,11016,9798,10939,11134,8600,11633,12610,5374,17706
SPD_1417,20965,19192,13708,14705,16745,13653,26626,30466,8080,6549,6056,6599,6530,4844,6882,7317,3066,10613
pepQ,12487,11516,10351,10599,18900,15834,19312,24408,13185,10483,8338,9163,9895,8474,10372,8790,3718,11380
SPD_1419,642,546,509,474,326,367,285,227,458,449,190,235,385,289,301,595,284,508
SPD_1420,162,139,85,88,106,75,85,68,113,138,76,65,122,99,105,117,51,160
SPD_1421,9,1,3,2,0,1,2,0,2,17,4,1,5,0,2,1,1,3
SPD_1422,765,708,389,311,890,822,834,947,785,807,480,554,615,647,526,505,134,650
SPD_1423,1160,994,412,462,1061,916,1159,1397,901,871,632,692,850,699,830,606,365,980
truA,1252,1176,508,492,983,917,1354,1657,1092,913,633,772,925,983,1118,712,389,1516
SPD_1425,21685,19211,9040,8764,3451,3159,1761,2059,5663,5092,1636,2102,5962,4357,4800,5031,2587,8916
SPD_1426,41959,34965,19794,18049,15791,13842,8651,8967,17815,14459,5235,6378,16110,14516,13669,18506,9582,27692
phnA,18225,16742,7592,7356,7690,6057,4331,4899,7613,5880,2219,2756,7036,6517,6824,8170,3461,12776
cmk,16613,14796,10702,11009,16056,13117,9266,11503,14304,12563,6668,7826,12705,9202,10411,10098,4713,14476
SPD_1429,7368,6610,4999,5439,8053,6239,4218,5281,7165,6524,3161,3664,6137,5094,5102,4921,2256,7191
fer,690,711,547,547,996,1056,1588,1077,951,766,663,702,627,765,689,903,449,1340
SPD_1431,11941,10372,9145,9512,16139,13011,8747,10360,16316,13881,7002,7667,15492,13567,14040,14188,6645,21330
galE-1,22281,20111,15642,16154,112151,90083,126856,162166,65356,51828,42525,48361,52399,44052,50692,42378,19360,59779
SPD_1433,4276,3965,2347,2717,3517,2679,3061,4130,2535,2056,1398,1617,2216,1803,2145,2019,983,3821
SPD_1434,2881,2879,1624,1875,3870,2928,3907,5460,2501,2028,1669,2017,2198,1799,2356,1749,732,3429
SPD_1435,1988,1788,1100,1080,2741,2241,3109,3962,1792,1605,1339,1555,1642,1606,1708,1376,939,2667
SPD_1436,78795,75003,29419,30573,30364,24926,15651,23086,25182,20877,9024,11447,26927,20072,25070,26372,12186,52116
SPD_1437,2880,2742,2200,2169,6386,6582,9191,8229,3498,3797,2823,3192,2938,2857,2978,3542,1645,4266
SPD_1438,47972,42339,28073,27311,28766,27872,27865,24950,23459,20875,9891,11763,16752,16973,16533,22022,10600,28072
rpsO,127980,120701,82062,78140,32040,56616,41685,16458,58670,55238,18366,20311,31017,50494,46249,68057,31457,85423
SPD_1440,46,37,38,44,98,78,103,78,58,65,62,79,101,81,139,21,21,95
SPD_1441,3,0,2,2,1,1,3,1,1,8,0,0,3,1,5,0,11,2
SN24,466,397,403,334,426,560,661,457,323,543,332,331,221,445,292,386,255,488
SPD_1442,1310,1280,476,477,494,375,289,374,393,298,145,139,313,230,289,315,175,401
SPD_1443,2582,2307,1077,1032,896,774,562,492,783,718,294,314,772,509,476,779,476,803
thrS,24077,25319,10289,9963,10929,9072,6368,7928,8959,7947,2678,2692,7603,4593,5844,8992,3724,8996
SPD_1445,2034,1849,1506,1353,5276,4437,6332,7804,3819,3495,2846,3402,3146,3054,3413,2130,981,3208
SPD_1446,985,921,609,654,2727,2085,2978,4444,1963,1622,1569,1700,1797,1772,1867,1305,628,2066
SPD_1447,763,614,440,445,3442,3292,5978,5744,1724,1803,1988,2204,1802,1162,1494,1529,581,1629
SPD_1448,6720,6303,4286,4595,7403,6363,7532,8831,6843,5971,4156,5316,5336,4861,5691,3972,2004,7691
SPD_1449,9051,8266,6022,6413,10017,7363,9287,14114,9740,7958,6116,7457,7578,7433,8582,5500,2684,10795
SPD_1450,5130,4712,3370,3330,3639,3812,5541,4942,2549,2262,2124,2048,1972,2150,2397,2602,1059,3572
SPD_1451,107,99,129,96,157,160,277,203,174,185,144,156,138,160,154,168,68,207
SPD_1452,287,239,205,170,346,251,449,553,268,279,231,268,255,226,272,227,118,374
SPD_1453,135,118,109,83,68,78,100,73,88,72,86,60,38,76,81,47,29,80
SPD_1454,765,648,545,608,888,903,2087,1495,834,579,727,851,572,642,629,422,208,510
SPD_1455,26,17,16,6,13,7,18,13,14,30,3,12,7,13,8,4,11,8
SPD_1456,44,31,19,21,10,10,14,15,7,17,13,19,2,17,19,0,2,3
dtd,4893,4387,3190,3212,8953,7262,10212,11513,6647,5308,4202,5040,5143,4231,5153,3395,1616,5699
relA,13094,12099,8354,8806,30552,22986,36336,51244,20597,16752,15423,16821,16862,15317,18154,12967,5308,22775
SPD_1459,2353,2246,1746,1840,2077,2107,3271,3315,1214,1037,898,1055,819,867,1028,872,387,1341
pepO,40168,39323,35320,35413,157999,129259,135993,180584,84078,70723,45707,55747,61034,47050,55450,47118,20455,61930
psaB,33642,30117,19563,18782,47805,40668,47025,56503,61758,51364,39997,44539,47169,57666,62751,72217,29991,78741
psaC,41459,37515,20999,20596,59064,46965,55938,79613,73180,56170,45728,49854,57082,55504,72044,59242,25376,66864
